"OperationID","LogTime"
"201214_U043",2020-12-14 11:54:00
"201214_U044",2020-12-14 11:56:00
"201214_U045",2020-12-14 11:56:00
"201214_U046",2020-12-14 12:00:00
"201214_U047",2020-12-14 12:04:00
"201214_U048",2020-12-14 12:07:00
"201214_U049",2020-12-14 12:08:00
"201214_U050",2020-12-14 12:21:00
"201214_U051",2020-12-14 12:22:00
"201214_U052",2020-12-14 12:22:00
"201214_U053",2020-12-14 12:25:00
"201214_U054",2020-12-14 12:26:00
"201214_U055",2020-12-14 12:28:00
"201214_U056",2020-12-14 12:29:00
"201214_U057",2020-12-14 12:39:00
"201214_U058",2020-12-14 12:40:00
"201214_U059",2020-12-14 12:41:00
"201214_U060",2020-12-14 12:42:00
"201214_U061",2020-12-14 12:44:00
"201214_U062",2020-12-14 12:57:00
"201214_U063",2020-12-14 12:59:00
"201214_U064",2020-12-14 13:01:00
"201214_U065",2020-12-14 13:04:00
"201214_U066",2020-12-14 13:05:00
"201214_U067",2020-12-14 13:07:00
"201214_U068",2020-12-14 13:12:00
"201214_U069",2020-12-14 13:12:00
"201214_U070",2020-12-14 13:20:00
"201214_U071",2020-12-14 13:23:00
"201214_U072",2020-12-14 13:24:00
"201214_U073",2020-12-14 13:26:00
"201214_U074",2020-12-14 13:29:00
"201214_U075",2020-12-14 13:32:00
"201214_U076",2020-12-14 13:42:00
"201214_U077",2020-12-14 13:42:00
"201214_U078",2020-12-14 13:42:00
"201214_U079",2020-12-14 13:47:00
"201214_U080",2020-12-14 13:51:00
"201214_U081",2020-12-14 13:56:00
"201214_U082",2020-12-14 13:58:00
"201214_U083",2020-12-14 14:00:00
"201214_U084",2020-12-14 14:03:00
"201214_U085",2020-12-14 14:05:00
"201214_U086",2020-12-14 14:06:00
"201214_U087",2020-12-14 14:06:00
"201214_U088",2020-12-14 14:09:00
"201214_U089",2020-12-14 14:11:00
"201214_U090",2020-12-14 14:13:00
"201214_U091",2020-12-14 14:15:00
"201214_U092",2020-12-14 14:19:00
"201214_U093",2020-12-14 14:21:00
"201214_U094",2020-12-14 14:22:00
"201214_U095",2020-12-14 14:29:00
"201214_U096",2020-12-14 14:32:00
"201214_U097",2020-12-14 14:37:00
"201214_U098",2020-12-14 14:39:00
"201214_U099",2020-12-14 14:42:00
"201214_U100",2020-12-14 14:44:00
"201214_U101",2020-12-14 14:46:00
"201214_U102",2020-12-14 14:47:00
"201214_U103",2020-12-14 14:49:00
"201214_U104",2020-12-14 14:52:00
"201214_U105",2020-12-14 14:56:00
"201214_U106",2020-12-14 14:58:00
"201214_U107",2020-12-14 14:59:00
"201214_U108",2020-12-14 15:01:00
"201214_U109",2020-12-14 15:05:00
"201214_U110",2020-12-14 15:05:00
"201214_U111",2020-12-14 15:08:00
"201214_U112",2020-12-14 15:11:00
"201214_U113",2020-12-14 15:51:00
"201214_U114",2020-12-14 15:51:00
"201214_U115",2020-12-14 15:55:00
"201214_U116",2020-12-14 15:55:00
"201214_U117",2020-12-14 15:56:00
"201214_U118",2020-12-14 15:58:00
"201214_U119",2020-12-14 16:01:00
"201214_U120",2020-12-14 16:21:00
"201214_U121",2020-12-14 16:35:00
"201214_U122",2020-12-14 16:38:00
"201214_U123",2020-12-14 17:29:00
"201214_U124",2020-12-14 17:29:00
"201214_U125",2020-12-14 17:49:00
"201214_U126",2020-12-14 17:52:00
"201214_U127",2020-12-14 17:54:00
"201214_U128",2020-12-14 17:55:00
"201214_U129",2020-12-14 17:56:00
"201214_U130",2020-12-14 17:58:00
"201214_U131",2020-12-14 17:58:00
"201214_U132",2020-12-14 18:00:00
"201214_U133",2020-12-14 18:02:00
"201214_U134",2020-12-14 18:03:00
"201214_U135",2020-12-14 18:05:00
"201214_U136",2020-12-14 18:06:00
"201214_U137",2020-12-14 18:08:00
"201214_U138",2020-12-14 18:08:00
"201214_U139",2020-12-14 18:10:00
"201214_U140",2020-12-14 18:11:00
"201214_U141",2020-12-14 18:13:00
"201214_U142",2020-12-14 18:15:00
"201214_U143",2020-12-14 18:30:00
"201214_U144",2020-12-14 18:38:00
"201214_U145",2020-12-14 18:40:00
"201214_U146",2020-12-14 18:43:00
"201214_U147",2020-12-14 18:46:00
"201214_U148",2020-12-14 18:49:00
"201214_U149",2020-12-14 18:55:00
"201214_U150",2020-12-14 18:56:00
"201214_U151",2020-12-14 18:58:00
"201214_U152",2020-12-14 18:59:00
"201214_U153",2020-12-14 19:01:00
"201214_U154",2020-12-14 19:02:00
"201214_U155",2020-12-14 19:04:00
"201214_U156",2020-12-14 19:05:00
"201214_U157",2020-12-14 19:06:00
"201214_U158",2020-12-14 19:07:00
"201214_U159",2020-12-14 19:07:00
"201214_U160",2020-12-14 19:08:00
"201214_U161",2020-12-14 19:08:00
"201214_U162",2020-12-14 19:08:00
"201214_U163",2020-12-14 19:10:00
"201214_U164",2020-12-14 19:11:00
"201214_U165",2020-12-14 19:14:00
"201214_U166",2020-12-14 19:15:00
"201214_U167",2020-12-14 19:17:00
"201214_U168",2020-12-14 19:19:00
"201214_U169",2020-12-14 19:19:00
"201214_U170",2020-12-14 19:20:00
"201214_U171",2020-12-14 19:20:00
"201214_U172",2020-12-14 19:23:00
"201214_U173",2020-12-14 19:24:00
"201214_U174",2020-12-14 19:26:00
"201214_U175",2020-12-14 19:27:00
"201214_U176",2020-12-14 19:29:00
"201214_U177",2020-12-14 19:30:00
"201214_U178",2020-12-14 19:32:00
"201214_U179",2020-12-14 19:34:00
"201214_U180",2020-12-14 19:37:00
"201214_U181",2020-12-14 19:40:00
"201214_U182",2020-12-14 20:21:00
"201214_U183",2020-12-14 20:26:00
"201214_U184",2020-12-14 20:29:00
"201214_U185",2020-12-14 20:29:00
"201214_U186",2020-12-14 22:32:00
"201215_U001",2020-12-15 09:00:00
"201215_U002",2020-12-15 09:00:00
"201215_U003",2020-12-15 09:04:00
"201215_U004",2020-12-15 09:04:00
"201215_U005",2020-12-15 09:24:00
"201215_U006",2020-12-15 09:24:00
"201215_U007",2020-12-15 09:34:00
"201215_U008",2020-12-15 09:34:00
"201215_U009",2020-12-15 09:49:00
"201215_U010",2020-12-15 09:53:00
"201215_U011",2020-12-15 09:53:00
"201215_U012",2020-12-15 09:55:00
"201215_U013",2020-12-15 10:01:00
"201215_U014",2020-12-15 10:04:00
"201215_U015",2020-12-15 10:04:00
"201215_U016",2020-12-15 10:16:00
"201215_U017",2020-12-15 10:19:00
"201215_U018",2020-12-15 10:23:00
"201215_U019",2020-12-15 10:23:00
"201215_U020",2020-12-15 10:23:00
"201215_U021",2020-12-15 10:26:00
"201215_U022",2020-12-15 10:27:00
"201215_U023",2020-12-15 10:29:00
"201215_U024",2020-12-15 10:30:00
"201215_U025",2020-12-15 10:32:00
"201215_U026",2020-12-15 10:35:00
"201215_U027",2020-12-15 10:36:00
"201215_U028",2020-12-15 10:38:00
"201215_U029",2020-12-15 10:38:00
"201215_U030",2020-12-15 10:42:00
"201215_U031",2020-12-15 10:43:00
"201215_U032",2020-12-15 10:45:00
"201215_U033",2020-12-15 10:56:00
"201215_U034",2020-12-15 10:56:00
"201215_U035",2020-12-15 11:13:00
"201215_U036",2020-12-15 11:13:00
"201215_U037",2020-12-15 11:16:00
"201215_U038",2020-12-15 11:18:00
"201215_U039",2020-12-15 11:18:00
"201215_U040",2020-12-15 11:27:00
"201215_U041",2020-12-15 11:29:00
"201215_U042",2020-12-15 11:30:00
"201215_U043",2020-12-15 11:33:00
"201215_U044",2020-12-15 11:34:00
"201215_U045",2020-12-15 11:35:00
"201215_U046",2020-12-15 11:37:00
"201215_U047",2020-12-15 11:38:00
"201215_U048",2020-12-15 11:45:00
"201215_U049",2020-12-15 11:47:00
"201215_U050",2020-12-15 11:47:00
"201215_U051",2020-12-15 11:58:00
"201215_U052",2020-12-15 11:58:00
"201215_U053",2020-12-15 12:07:00
"201215_U054",2020-12-15 12:08:00
"201215_U055",2020-12-15 12:18:00
"201215_U056",2020-12-15 12:20:00
"201215_U057",2020-12-15 12:25:00
"201215_U058",2020-12-15 12:26:00
"201215_U059",2020-12-15 12:29:00
"201215_U060",2020-12-15 12:31:00
"201215_U061",2020-12-15 12:33:00
"201215_U062",2020-12-15 12:35:00
"201215_U063",2020-12-15 12:35:00
"201215_U064",2020-12-15 12:37:00
"201215_U065",2020-12-15 12:38:00
"201215_U066",2020-12-15 12:39:00
"201215_U067",2020-12-15 12:45:00
"201215_U068",2020-12-15 12:55:00
"201215_U069",2020-12-15 12:56:00
"201215_U070",2020-12-15 13:03:00
"201215_U071",2020-12-15 13:03:00
"201215_U072",2020-12-15 13:07:00
"201215_U073",2020-12-15 13:07:00
"201215_U074",2020-12-15 13:10:00
"201215_U075",2020-12-15 13:11:00
"201215_U076",2020-12-15 13:14:00
"201215_U077",2020-12-15 13:17:00
"201215_U078",2020-12-15 13:19:00
"201215_U079",2020-12-15 13:20:00
"201215_U080",2020-12-15 13:22:00
"201215_U081",2020-12-15 13:33:00
"201215_U082",2020-12-15 13:36:00
"201215_U083",2020-12-15 13:37:00
"201215_U084",2020-12-15 13:38:00
"201215_U085",2020-12-15 13:41:00
"201215_U086",2020-12-15 13:41:00
"201215_U087",2020-12-15 13:43:00
"201215_U088",2020-12-15 13:52:00
"201215_U089",2020-12-15 13:53:00
"201215_U090",2020-12-15 13:53:00
"201215_U091",2020-12-15 13:54:00
"201215_U092",2020-12-15 13:55:00
"201215_U093",2020-12-15 13:56:00
"201215_U094",2020-12-15 13:58:00
"201215_U095",2020-12-15 14:00:00
"201215_U096",2020-12-15 14:15:00
"201215_U097",2020-12-15 14:31:00
"201215_U098",2020-12-15 14:38:00
"201215_U099",2020-12-15 14:38:00
"201215_U100",2020-12-15 14:48:00
"201215_U101",2020-12-15 14:54:00
"201215_U102",2020-12-15 14:55:00
"201215_U103",2020-12-15 14:55:00
"201215_U104",2020-12-15 14:55:00
"201215_U105",2020-12-15 14:56:00
"201215_U106",2020-12-15 14:57:00
"201215_U107",2020-12-15 15:03:00
"201215_U108",2020-12-15 15:10:00
"201215_U109",2020-12-15 15:14:00
"201215_U110",2020-12-15 15:19:00
"201215_U111",2020-12-15 15:27:00
"201215_U112",2020-12-15 15:37:00
"201215_U113",2020-12-15 15:40:00
"201215_U114",2020-12-15 15:55:00
"201215_U115",2020-12-15 15:56:00
"201215_U116",2020-12-15 15:58:00
"201215_U117",2020-12-15 16:04:00
"201215_U118",2020-12-15 16:08:00
"201215_U119",2020-12-15 17:00:00
"201215_U120",2020-12-15 17:00:00
"201215_U121",2020-12-15 17:01:00
"201215_U122",2020-12-15 17:02:00
"201215_U123",2020-12-15 17:39:00
"201215_U124",2020-12-15 17:40:00
"201215_U125",2020-12-15 17:42:00
"201215_U126",2020-12-15 17:43:00
"201215_U127",2020-12-15 17:44:00
"201215_U128",2020-12-15 17:46:00
"201215_U129",2020-12-15 18:16:00
"201215_U130",2020-12-15 18:17:00
"201215_U131",2020-12-15 18:24:00
"201215_U132",2020-12-15 18:26:00
"201215_U133",2020-12-15 18:28:00
"201215_U134",2020-12-15 18:32:00
"201215_U135",2020-12-15 18:34:00
"201215_U136",2020-12-15 18:35:00
"201215_U137",2020-12-15 18:36:00
"201215_U138",2020-12-15 18:36:00
"201215_U139",2020-12-15 18:39:00
"201215_U140",2020-12-15 18:41:00
"201215_U141",2020-12-15 18:47:00
"201215_U142",2020-12-15 18:47:00
"201215_U143",2020-12-15 18:59:00
"201215_U144",2020-12-15 18:59:00
"201215_U145",2020-12-15 19:05:00
"201215_U146",2020-12-15 19:06:00
"201215_U147",2020-12-15 19:10:00
"201215_U148",2020-12-15 19:11:00
"201215_U149",2020-12-15 19:14:00
"201215_U150",2020-12-15 19:19:00
"201215_U151",2020-12-15 19:39:00
"201215_U152",2020-12-15 19:42:00
"201215_U153",2020-12-15 19:45:00
"201215_U154",2020-12-15 19:48:00
"201215_U155",2020-12-15 19:56:00
"201215_U156",2020-12-15 19:56:00
"201215_U157",2020-12-15 20:01:00
"201215_U158",2020-12-15 20:18:00
"201215_U159",2020-12-15 20:34:00
"201215_U160",2020-12-15 20:37:00
"201215_U161",2020-12-15 20:40:00
"201215_U162",2020-12-15 20:43:00
"201216_U001",2020-12-16 06:53:00
"201216_U002",2020-12-16 06:53:00
"201216_U003",2020-12-16 08:09:00
"201216_U004",2020-12-16 08:42:00
"201216_U005",2020-12-16 08:42:00
"201216_U006",2020-12-16 08:46:00
"201216_U007",2020-12-16 08:48:00
"201216_U008",2020-12-16 08:52:00
"201216_U009",2020-12-16 08:52:00
"201216_U010",2020-12-16 08:58:00
"201216_U011",2020-12-16 08:59:00
"201216_U012",2020-12-16 09:04:00
"201216_U013",2020-12-16 09:10:00
"201216_U014",2020-12-16 09:30:00
"201216_U015",2020-12-16 09:33:00
"201216_U016",2020-12-16 09:36:00
"201216_U017",2020-12-16 09:42:00
"201216_U018",2020-12-16 10:01:00
"201216_U019",2020-12-16 10:05:00
"201216_U020",2020-12-16 10:06:00
"201216_U021",2020-12-16 10:07:00
"201216_U022",2020-12-16 10:09:00
"201216_U023",2020-12-16 10:12:00
"201216_U024",2020-12-16 10:12:00
"201216_U025",2020-12-16 10:14:00
"201216_U026",2020-12-16 10:17:00
"201216_U027",2020-12-16 10:29:00
"201216_U028",2020-12-16 10:33:00
"201216_U029",2020-12-16 10:35:00
"201216_U030",2020-12-16 10:36:00
"201216_U031",2020-12-16 10:37:00
"201216_U032",2020-12-16 10:39:00
"201216_U033",2020-12-16 10:42:00
"201216_U034",2020-12-16 10:45:00
"201216_U035",2020-12-16 10:54:00
"201216_U036",2020-12-16 11:07:00
"201216_U037",2020-12-16 11:11:00
"201216_U038",2020-12-16 11:31:00
"201216_U039",2020-12-16 11:31:00
"201216_U040",2020-12-16 11:41:00
"201216_U041",2020-12-16 11:43:00
"201216_U042",2020-12-16 11:44:00
"201216_U043",2020-12-16 11:49:00
"201216_U044",2020-12-16 11:52:00
"201216_U045",2020-12-16 11:54:00
"201216_U046",2020-12-16 11:58:00
"201216_U047",2020-12-16 11:59:00
"201216_U048",2020-12-16 12:01:00
"201216_U049",2020-12-16 12:07:00
"201216_U050",2020-12-16 12:12:00
"201216_U051",2020-12-16 12:12:00
"201216_U052",2020-12-16 12:16:00
"201216_U053",2020-12-16 12:18:00
"201216_U054",2020-12-16 12:20:00
"201216_U055",2020-12-16 12:21:00
"201216_U056",2020-12-16 12:27:00
"201216_U057",2020-12-16 12:37:00
"201216_U058",2020-12-16 12:56:00
"201216_U059",2020-12-16 12:56:00
"201216_U060",2020-12-16 12:57:00
"201216_U061",2020-12-16 12:59:00
"201216_U062",2020-12-16 13:00:00
"201216_U063",2020-12-16 13:00:00
"201216_U064",2020-12-16 13:01:00
"201216_U065",2020-12-16 13:03:00
"201216_U066",2020-12-16 13:05:00
"201216_U067",2020-12-16 13:05:00
"201216_U068",2020-12-16 13:05:00
"201216_U069",2020-12-16 13:07:00
"201216_U070",2020-12-16 13:07:00
"201216_U071",2020-12-16 13:23:00
"201216_U072",2020-12-16 13:24:00
"201216_U073",2020-12-16 13:32:00
"201216_U074",2020-12-16 13:36:00
"201216_U075",2020-12-16 13:36:00
"201216_U076",2020-12-16 13:47:00
"201216_U077",2020-12-16 13:49:00
"201216_U078",2020-12-16 13:51:00
"201216_U079",2020-12-16 13:59:00
"201216_U080",2020-12-16 13:59:00
"201216_U081",2020-12-16 14:01:00
"201216_U082",2020-12-16 14:01:00
"201216_U083",2020-12-16 14:04:00
"201216_U084",2020-12-16 14:10:00
"201216_U085",2020-12-16 14:17:00
"201216_U086",2020-12-16 14:21:00
"201216_U087",2020-12-16 14:24:00
"201216_U088",2020-12-16 14:24:00
"201216_U089",2020-12-16 14:36:00
"201216_U090",2020-12-16 14:36:00
"201216_U091",2020-12-16 14:38:00
"201216_U092",2020-12-16 14:44:00
"201216_U093",2020-12-16 14:44:00
"201216_U094",2020-12-16 15:03:00
"201216_U095",2020-12-16 15:04:00
"201216_U096",2020-12-16 15:14:00
"201216_U097",2020-12-16 15:25:00
"201216_U098",2020-12-16 15:43:00
"201216_U099",2020-12-16 15:46:00
"201216_U100",2020-12-16 15:47:00
"201216_U101",2020-12-16 15:50:00
"201216_U102",2020-12-16 15:53:00
"201216_U103",2020-12-16 16:20:00
"201216_U104",2020-12-16 16:34:00
"201216_U105",2020-12-16 16:50:00
"201216_U106",2020-12-16 16:52:00
"201216_U107",2020-12-16 16:59:00
"201216_U108",2020-12-16 17:00:00
"201216_U109",2020-12-16 17:34:00
"201216_U110",2020-12-16 17:35:00
"201216_U111",2020-12-16 17:38:00
"201216_U112",2020-12-16 17:42:00
"201216_U113",2020-12-16 17:44:00
"201216_U114",2020-12-16 17:46:00
"201216_U115",2020-12-16 17:48:00
"201216_U116",2020-12-16 17:51:00
"201216_U117",2020-12-16 18:01:00
"201216_U118",2020-12-16 18:02:00
"201216_U119",2020-12-16 18:02:00
"201216_U120",2020-12-16 18:12:00
"201216_U121",2020-12-16 18:15:00
"201216_U122",2020-12-16 18:19:00
"201216_U123",2020-12-16 18:23:00
"201216_U124",2020-12-16 18:41:00
"201216_U125",2020-12-16 18:43:00
"201216_U126",2020-12-16 18:55:00
"201216_U127",2020-12-16 19:01:00
"201216_U128",2020-12-16 19:02:00
"201216_U129",2020-12-16 19:06:00
"201216_U130",2020-12-16 19:08:00
"201216_U131",2020-12-16 19:09:00
"201216_U132",2020-12-16 19:09:00
"201216_U133",2020-12-16 19:12:00
"201216_U134",2020-12-16 19:12:00
"201216_U135",2020-12-16 19:16:00
"201216_U136",2020-12-16 19:19:00
"201216_U137",2020-12-16 19:20:00
"201216_U138",2020-12-16 19:24:00
"201216_U139",2020-12-16 19:28:00
"201216_U140",2020-12-16 19:29:00
"201216_U141",2020-12-16 19:30:00
"201216_U142",2020-12-16 19:33:00
"201216_U143",2020-12-16 19:35:00
"201216_U144",2020-12-16 19:42:00
"201216_U145",2020-12-16 19:44:00
"201216_U146",2020-12-16 19:59:00
"201216_U147",2020-12-16 20:28:00
"201216_U148",2020-12-16 20:36:00
"201216_U149",2020-12-16 20:51:00
"201216_U150",2020-12-16 20:54:00
"201216_U151",2020-12-16 20:59:00
"201216_U152",2020-12-16 21:01:00
"201216_U153",2020-12-16 21:09:00
"201216_U154",2020-12-16 21:21:00
"201217_U001",2020-12-17 06:55:00
"201217_U002",2020-12-17 07:07:00
"201217_U003",2020-12-17 08:04:00
"201217_U004",2020-12-17 08:49:00
"201217_U005",2020-12-17 09:04:00
"201217_U006",2020-12-17 09:05:00
"201217_U007",2020-12-17 09:07:00
"201217_U008",2020-12-17 09:11:00
"201217_U009",2020-12-17 09:12:00
"201217_U010",2020-12-17 09:16:00
"201217_U011",2020-12-17 09:16:00
"201217_U012",2020-12-17 09:29:00
"201217_U013",2020-12-17 09:37:00
"201217_U014",2020-12-17 09:40:00
"201217_U015",2020-12-17 09:42:00
"201217_U016",2020-12-17 10:02:00
"201217_U017",2020-12-17 10:23:00
"201217_U018",2020-12-17 10:26:00
"201217_U019",2020-12-17 10:27:00
"201217_U020",2020-12-17 10:29:00
"201217_U021",2020-12-17 10:29:00
"201217_U022",2020-12-17 10:34:00
"201217_U023",2020-12-17 10:37:00
"201217_U024",2020-12-17 10:41:00
"201217_U025",2020-12-17 10:42:00
"201217_U026",2020-12-17 11:08:00
"201217_U027",2020-12-17 11:13:00
"201217_U028",2020-12-17 11:24:00
"201217_U029",2020-12-17 11:30:00
"201217_U030",2020-12-17 11:31:00
"201217_U031",2020-12-17 11:33:00
"201217_U032",2020-12-17 11:35:00
"201217_U033",2020-12-17 11:35:00
"201217_U034",2020-12-17 11:49:00
"201217_U035",2020-12-17 11:56:00
"201217_U036",2020-12-17 11:58:00
"201217_U037",2020-12-17 11:58:00
"201217_U038",2020-12-17 12:01:00
"201217_U039",2020-12-17 12:04:00
"201217_U040",2020-12-17 12:09:00
"201217_U041",2020-12-17 12:11:00
"201217_U042",2020-12-17 12:13:00
"201217_U043",2020-12-17 12:16:00
"201217_U044",2020-12-17 12:16:00
"201217_U045",2020-12-17 12:17:00
"201217_U046",2020-12-17 12:18:00
"201217_U047",2020-12-17 12:20:00
"201217_U048",2020-12-17 12:23:00
"201217_U049",2020-12-17 12:30:00
"201217_U050",2020-12-17 12:30:00
"201217_U051",2020-12-17 12:42:00
"201217_U052",2020-12-17 12:48:00
"201217_U053",2020-12-17 12:53:00
"201217_U054",2020-12-17 12:56:00
"201217_U055",2020-12-17 13:00:00
"201217_U056",2020-12-17 13:04:00
"201217_U057",2020-12-17 13:04:00
"201217_U058",2020-12-17 13:06:00
"201217_U059",2020-12-17 13:09:00
"201217_U060",2020-12-17 13:09:00
"201217_U061",2020-12-17 13:12:00
"201217_U062",2020-12-17 13:12:00
"201217_U063",2020-12-17 13:17:00
"201217_U064",2020-12-17 13:35:00
"201217_U065",2020-12-17 13:36:00
"201217_U066",2020-12-17 13:42:00
"201217_U067",2020-12-17 13:49:00
"201217_U068",2020-12-17 13:52:00
"201217_U069",2020-12-17 13:52:00
"201217_U070",2020-12-17 13:58:00
"201217_U071",2020-12-17 14:10:00
"201217_U072",2020-12-17 14:12:00
"201217_U073",2020-12-17 14:14:00
"201217_U074",2020-12-17 14:14:00
"201217_U075",2020-12-17 14:18:00
"201217_U076",2020-12-17 14:22:00
"201217_U077",2020-12-17 15:06:00
"201217_U078",2020-12-17 15:08:00
"201217_U079",2020-12-17 15:09:00
"201217_U080",2020-12-17 15:39:00
"201217_U081",2020-12-17 15:44:00
"201217_U082",2020-12-17 15:55:00
"201217_U083",2020-12-17 15:55:00
"201217_U084",2020-12-17 15:56:00
"201217_U085",2020-12-17 15:58:00
"201217_U086",2020-12-17 15:59:00
"201217_U087",2020-12-17 16:03:00
"201217_U088",2020-12-17 16:05:00
"201217_U089",2020-12-17 16:07:00
"201217_U090",2020-12-17 16:10:00
"201217_U091",2020-12-17 16:13:00
"201217_U092",2020-12-17 16:13:00
"201217_U093",2020-12-17 16:32:00
"201217_U094",2020-12-17 16:40:00
"201217_U095",2020-12-17 16:46:00
"201217_U096",2020-12-17 16:47:00
"201217_U097",2020-12-17 16:48:00
"201217_U098",2020-12-17 17:03:00
"201217_U099",2020-12-17 17:25:00
"201217_U100",2020-12-17 17:27:00
"201217_U101",2020-12-17 17:28:00
"201217_U102",2020-12-17 17:33:00
"201217_U103",2020-12-17 17:34:00
"201217_U104",2020-12-17 17:38:00
"201217_U105",2020-12-17 18:03:00
"201217_U106",2020-12-17 18:03:00
"201217_U107",2020-12-17 18:06:00
"201217_U108",2020-12-17 18:07:00
"201217_U109",2020-12-17 18:09:00
"201217_U110",2020-12-17 18:13:00
"201217_U111",2020-12-17 18:17:00
"201217_U112",2020-12-17 18:19:00
"201217_U113",2020-12-17 18:24:00
"201217_U114",2020-12-17 18:40:00
"201217_U119",2020-12-17 18:51:00
"201217_U115",2020-12-17 18:54:00
"201217_U120",2020-12-17 18:59:00
"201217_U116",2020-12-17 19:04:00
"201217_U117",2020-12-17 19:07:00
"201217_U121",2020-12-17 19:10:00
"201217_U118",2020-12-17 19:12:00
"201217_U122",2020-12-17 19:20:00
"201217_U123",2020-12-17 19:23:00
"201217_U124",2020-12-17 19:31:00
"201217_U125",2020-12-17 19:32:00
"201217_U126",2020-12-17 19:34:00
"201217_U127",2020-12-17 19:42:00
"201217_U128",2020-12-17 19:45:00
"201217_U129",2020-12-17 19:47:00
"201217_U130",2020-12-17 19:50:00
"201217_U131",2020-12-17 19:57:00
"201217_U132",2020-12-17 20:34:00
"201217_U133",2020-12-17 20:46:00
"201218_U001",2020-12-18 05:05:00
"201218_U002",2020-12-18 08:44:00
"201218_U003",2020-12-18 08:47:00
"201218_U004",2020-12-18 08:47:00
"201218_U005",2020-12-18 08:49:00
"201218_U006",2020-12-18 08:52:00
"201218_U007",2020-12-18 08:55:00
"201218_U008",2020-12-18 08:58:00
"201218_U009",2020-12-18 09:00:00
"201218_U010",2020-12-18 09:00:00
"201218_U011",2020-12-18 09:05:00
"201218_U012",2020-12-18 09:06:00
"201218_U013",2020-12-18 09:19:00
"201218_U014",2020-12-18 09:27:00
"201218_U015",2020-12-18 09:30:00
"201218_U016",2020-12-18 09:30:00
"201218_U017",2020-12-18 09:40:00
"201218_U018",2020-12-18 09:43:00
"201218_U019",2020-12-18 09:46:00
"201218_U020",2020-12-18 10:01:00
"201218_U021",2020-12-18 10:07:00
"201218_U022",2020-12-18 10:08:00
"201218_U023",2020-12-18 10:13:00
"201218_U024",2020-12-18 10:14:00
"201218_U025",2020-12-18 10:19:00
"201218_U026",2020-12-18 10:21:00
"201218_U027",2020-12-18 10:26:00
"201218_U028",2020-12-18 10:27:00
"201218_U029",2020-12-18 10:28:00
"201218_U030",2020-12-18 10:31:00
"201218_U031",2020-12-18 10:32:00
"201218_U032",2020-12-18 10:33:00
"201218_U033",2020-12-18 10:37:00
"201218_U034",2020-12-18 10:38:00
"201218_U035",2020-12-18 10:40:00
"201218_U036",2020-12-18 10:41:00
"201218_U037",2020-12-18 10:42:00
"201218_U038",2020-12-18 10:44:00
"201218_U039",2020-12-18 10:50:00
"201218_U040",2020-12-18 10:54:00
"201218_U041",2020-12-18 10:55:00
"201218_U042",2020-12-18 10:56:00
"201218_U043",2020-12-18 11:03:00
"201218_U044",2020-12-18 11:06:00
"201218_U045",2020-12-18 11:07:00
"201218_U046",2020-12-18 11:08:00
"201218_U047",2020-12-18 11:08:00
"201218_U048",2020-12-18 11:09:00
"201218_U049",2020-12-18 11:10:00
"201218_U050",2020-12-18 11:12:00
"201218_U051",2020-12-18 11:13:00
"201218_U052",2020-12-18 11:14:00
